"find_number","material_category","material","feature_number","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","minimum_level_height","maximum_level_height","avg_level_height","material_simplified"
"NZD1.00075MTL001","MTL","metal: brass","777",1700,1750,"Food Processing & Consumption","Consumption of tobacco and stimulants",-5.99,-6.8,-6.395,"metal: brass"
"NZD1.00075MTL002","MTL","metal: brass","777",1750,1850,"Food Processing & Consumption","Consumption of tobacco and stimulants",-5.99,-6.8,-6.395,"metal: brass"
"NZD1.00075MTL003","MTL","metal: brass","777",1500,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-5.99,-6.8,-6.395,"metal: brass"
"NZD1.00075MTL006","MTL","metal: brass","777",1900,2000,"Interiors & Accessories","Locks: mounted lock",-5.99,-6.8,-6.395,"metal: brass"
"NZD1.00075MTL037","MTL","metal: brass","777",1700,1800,"Not classified",NULL,-5.99,-6.8,-6.395,"metal: brass"
"NZD1.00075MTL038","MTL","metal: brass","777",1500,1900,"Buildings & Structures","Fixtures for water or gas",-5.99,-6.8,-6.395,"metal: brass"
"NZD1.00075MTL047","MTL","metal: brass","777",1865,1950,"Interiors & Accessories","Lighting: kerosene or refined oil",-5.99,-6.8,-6.395,"metal: brass"
"NZD1.00077MTL006","MTL","metal: brass","777",1900,2000,"Personal Artefacts & Clothing","Personal care: shaving utensils",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL007","MTL","metal: brass","777",1350,1450,"Communication & Exchange","Communication: printed matter, book",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL010","MTL","metal: brass","777",1550,1700,"Personal Artefacts & Clothing","Belt clasps and mounts",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL011","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL012","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL013","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL014","MTL","metal: brass","777",1875,1925,"Craft & Industry","Fire making: equipment",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL016","MTL","metal: brass","777",1575,1650,"Interiors & Accessories","Lighting: plant- or animal oil",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL017","MTL","metal: brass","777",1925,2005,"Science & Technology","Measuring: angles",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL018","MTL","metal: brass","777",1600,1700,"Interiors & Accessories","Lighting: plant- or animal oil",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL023","MTL","metal: brass","777",1700,1775,"Arms & Armour","Hilted weapons: scabbards",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL040","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL067","MTL","metal: brass","777",1509,1547,"Communication & Exchange","Exchange, financial: monetary. Coin, contemporary falsifications",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL081","MTL","metal: brass","777",1950,2000,"Communication & Exchange","Exchange, profane: insignia, pin, keyring, emblem, seal stamp, souvenir",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00077MTL083-01","MTL","metal: brass","777",1975,2000,"Food Processing & Consumption","Consumption of tobacco and stimulants",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00078MTL001","MTL","metal: brass","777",1500,1550,"Games & Recreation","Toys: miniature food processing & food service",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00078MTL002","MTL","metal: brass","777",1700,1800,"Personal Artefacts & Clothing","Shoe clasp",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00078MTL004","MTL","metal: brass","777",1500,1650,"Food Processing & Consumption","Consumption: drinking",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00078MTL033","MTL","metal: brass","777",1500,1650,"Not classified",NULL,-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00078MTL034","MTL","metal: brass","777",1850,1950,"Personal Artefacts & Clothing","Garment fastener",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00078MTL045","MTL","metal: brass","777",1859,1950,"Interiors & Accessories","Lighting: kerosene or refined oil",-5.9,-6.98,-6.44,"metal: brass"
"NZD1.00079MTL013","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-5.46,-7.5,-6.48,"metal: brass"
"NZD1.00079MTL014","MTL","metal: brass","777",1725,1800,"Personal Artefacts & Clothing","Garment fastener",-5.46,-7.5,-6.48,"metal: brass"
"NZD1.00079MTL020","MTL","metal: brass","777",1933,1934,"Distribution & Transport","Transport, bicycle",-5.46,-7.5,-6.48,"metal: brass"
"NZD1.00079MTL049-01","MTL","metal: brass","777",1775,1875,"Food Processing & Consumption","Consumption of tobacco and stimulants",-5.46,-7.5,-6.48,"metal: brass"
"NZD1.00079MTL050","MTL","metal: brass","777",1500,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-5.46,-7.5,-6.48,"metal: brass"
"NZD1.00081MTL008","MTL","metal: brass","777",1800,1950,"Personal Artefacts & Clothing","Personal accessories",-5.46,-6.9,-6.18,"metal: brass"
"NZD1.00081MTL009","MTL","metal: brass","777",1600,1950,"Not classified",NULL,-5.46,-6.9,-6.18,"metal: brass"
"NZD1.00081MTL017","MTL","metal: brass","777",1900,2000,"Personal Artefacts & Clothing","Body adornment",-5.46,-6.9,-6.18,"metal: brass"
"NZD1.00087MTL009","MTL","metal: brass","777",1650,1725,"Personal Artefacts & Clothing","Shoe clasp",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL010","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Headgear",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL014","MTL","metal: brass","777",1500,1700,"Games & Recreation","Music: idiophone",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL016","MTL","metal: brass","777",1575,1750,"Craft & Industry","Tools, general: sewing",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL017","MTL","metal: brass","777",1950,2005,"Personal Artefacts & Clothing","Medical care: medicament",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL019","MTL","metal: brass","777",1800,1900,"Personal Artefacts & Clothing","Purse, bag and suitcase",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL020","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL031","MTL","metal: brass","777",1600,1650,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL056","MTL","metal: brass","777",1500,1800,"Not classified",NULL,-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL066","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL067","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL068","MTL","metal: brass","777",1850,1925,"Personal Artefacts & Clothing","Purse, bag and suitcase",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00087MTL091","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00088MTL011","MTL","metal: brass","777",1500,1650,"Personal Artefacts & Clothing","Shoe clasp",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00088MTL012","MTL","metal: brass","777",1600,1900,"Interiors & Accessories","Furniture",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00088MTL015-01","MTL","metal: brass","777",1975,2005,"Food Processing & Consumption","Consumption of tobacco and stimulants",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00088MTL016","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00088MTL021","MTL","metal: brass","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00088MTL024","MTL","metal: brass","777",1550,1650,"Personal Artefacts & Clothing","Shoe clasp",-5.48,-7.19,-6.335,"metal: brass"
"NZD1.00090MTL008","MTL","metal: brass","777",1600,1700,"Craft & Industry","Tools, general: sewing",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00090MTL009","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00090MTL012","MTL","metal: brass","777",1700,1800,"Personal Artefacts & Clothing","Shoe clasp",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00090MTL017-01","MTL","metal: brass","777",1975,2005,"Food Processing & Consumption","Consumption of tobacco and stimulants",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00090MTL028","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00090MTL029","MTL","metal: brass","777",1500,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00090MTL042","MTL","metal: brass","777",1850,1950,"Personal Artefacts & Clothing","Purse, bag and suitcase",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00090MTL043","MTL","metal: brass","777",1900,2000,"Science & Technology","Measuring: time",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00090MTL044","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00090MTL048","MTL","metal: brass","777",1400,1600,"Science & Technology","Measuring: weight",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00091MTL002","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-3.69,-7.43,-5.56,"metal: brass"
"NZD1.00092MTL012","MTL","metal: brass","777",1500,1700,"Games & Recreation","Music: idiophone",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL013","MTL","metal: brass","777",1450,1550,"Craft & Industry","Tools, general: sewing",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL016","MTL","metal: brass","777",1400,1800,"Not classified",NULL,-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL017","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL019","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Purse, bag and suitcase",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL022","MTL","metal: brass","777",1475,1550,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL023","MTL","metal: brass","777",1960,1995,"Communication & Exchange","Exchange, profane: insignia, pin, keyring, emblem, seal stamp, souvenir",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL024","MTL","metal: brass","777",1700,1800,"Craft & Industry","Tools, general: sewing",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL046","MTL","metal: brass","777",1600,1700,"Personal Artefacts & Clothing","Garment fastener",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL047","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL051","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL052","MTL","metal: brass","777",1958,2005,"Interiors & Accessories","Locks: padlock",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL053","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL055","MTL","metal: brass","777",1500,1700,"Interiors & Accessories","Lighting: wax or fat",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL056","MTL","metal: brass","777",1500,1700,"Interiors & Accessories","Lighting: wax or fat",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00092MTL057","MTL","metal: brass","777",1400,1500,"Communication & Exchange","Exchange, religious: accessories",-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00093MTL007","MTL","metal: brass","777",1900,1950,"Interiors & Accessories","Lamp parts",-5.75,-7.43,-6.59,"metal: brass"
"NZD1.00093MTL008","MTL","metal: brass","777",1900,2005,"Science & Technology","Measuring: time",-5.75,-7.43,-6.59,"metal: brass"
"NZD1.00093MTL019","MTL","metal: brass","777",1586,1603,"Communication & Exchange","Exchange, profane: jeton",-5.75,-7.43,-6.59,"metal: brass"
"NZD1.00094MTL002","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00094MTL003","MTL","metal: brass","777",1900,2000,"Interiors & Accessories","Lighting: electric",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00095MTL006","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Purse, bag and suitcase",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00095MTL009","MTL","metal: brass","777",1865,1950,"Interiors & Accessories","Lighting: kerosene or refined oil",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00095MTL013","MTL","metal: brass","777",1700,1820,"Science & Technology","Measuring: angles",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00095MTL014","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Body adornment",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00095MTL017","MTL","metal: brass","777",1300,1700,"Food Processing & Consumption","Supplies, liquids general",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00095MTL034","MTL","metal: brass","777",1550,1650,"Food Processing & Consumption","Consumption: drinking",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00095MTL036","MTL","metal: brass","777",1800,1900,"Science & Technology","Measuring: time",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00096MTL011","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00096MTL013","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00096MTL014","MTL","metal: brass","777",1550,1650,"Personal Artefacts & Clothing","Garment",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00096MTL021","MTL","metal: brass","777",1800,1850,"Personal Artefacts & Clothing","Garment fastener",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00096MTL030","MTL","metal: brass","777",1800,1900,"Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00096MTL031","MTL","metal: brass","777",1900,1950,"Interiors & Accessories","Lamp parts",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00096MTL049","MTL","metal: brass","777",1608,1635,"Communication & Exchange","Exchange, profane: jeton",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00096MTL052","MTL","metal: brass","777",1950,2005,"Science & Technology","Measuring: time",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00096MTL053","MTL","metal: brass","777",1475,1575,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00097MTL008","MTL","metal: brass","777",1875,1925,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00097MTL009","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00097MTL011","MTL","metal: brass","777",1800,1900,"Personal Artefacts & Clothing","Garment fastener",-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00097MTL026","MTL","metal: brass","777",1925,1975,"Not classified",NULL,-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00097MTL031","MTL","metal: brass","777",1515,1559,"Communication & Exchange","Exchange, profane: jeton",-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00098MTL007","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00098MTL008","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00098MTL009","MTL","metal: brass","777",1859,1950,"Interiors & Accessories","Lighting: kerosene or refined oil",-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00098MTL016","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Body adornment",-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00098MTL022","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00098MTL031","MTL","metal: brass","777",1925,2005,"Interiors & Accessories","Latches: key",-6.12,-7.92,-7.02,"metal: brass"
"NZD1.00099MTL010","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00099MTL011","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00099MTL013","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Purse, bag and suitcase",-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00099MTL026","MTL","metal: brass","777",1500,1600,"Craft & Industry","Tools, general: sewing",-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00099MTL027","MTL","metal: brass","777",1450,1550,"Craft & Industry","Tools, general: sewing",-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00099MTL032","MTL","metal: brass","777",1700,1900,"Food Processing & Consumption","Food preparation: cooking - and hearth utensils",-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00099MTL033","MTL","metal: brass","777",1500,1800,"Not classified",NULL,-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00099MTL034","MTL","metal: brass","777",1550,1700,"Interiors & Accessories","Lighting: wax or fat",-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00099MTL035","MTL","metal: brass","777",1500,1800,"Not classified",NULL,-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00099MTL037","MTL","metal: brass","777",1515,1559,"Communication & Exchange","Exchange, profane: jeton",-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00100MTL005","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-6.68,-8.25,-7.465,"metal: brass"
"NZD1.00104MTL001","MTL","metal: brass","09",1900,1950,"Food Processing & Consumption","Food consumption: cutlery and tools",-4.77,-4.77,-4.77,"metal: brass"
"NZD1.00110MTL001","MTL","metal: brass","888",1900,1940,"Food Processing & Consumption","Consumption: drinking",-4.64,-4.74,-4.69,"metal: brass"
"NZD1.00112MTL001","MTL","metal: brass","888",1925,2005,"Personal Artefacts & Clothing","Body adornment",-4.64,-5.24,-4.94,"metal: brass"
"NZD1.00114MTL002","MTL","metal: brass","888",1700,2005,"Food Processing & Consumption","Supplies, liquids general",-5.06,-5.38,-5.22,"metal: brass"
"NZD1.00131MTL005","MTL","metal: brass","888",1600,1800,"Food Processing & Consumption","Food preparation: cooking - and hearth utensils",-4.95,-6.25,-5.6,"metal: brass"
"NZD1.00145MTL004","MTL","metal: brass","39",1400,1700,"Craft & Industry","Tools, general: sewing",-4.94,-5.89,-5.415,"metal: brass"
"NZD1.00150MTL010","MTL","metal: brass","888",1400,1500,"Arms & Armour","Hilted weapons: daggers. Parts and blades",-6.76,-7.26,-7.01,"metal: brass"
"NZD1.00150MTL012","MTL","metal: brass","888",1400,1700,"Craft & Industry","Tools, general: sewing",-6.76,-7.26,-7.01,"metal: brass"
